*** TERMINATED at step 281 ***
 282 | ROT_REV  |     3 |   29.2 |     0 |        3 |   20.02

*** TERMINATED at step 282 ***
 283 | ROT_REV  |     3 |   29.1 |     0 |        3 |   19.90

*** TERMINATED at step 283 ***
 284 | ROTATE   |     3 |   28.9 |     0 |        3 |   20.06

*** TERMINATED at step 284 ***
 285 | ROT_REV  |     3 |   28.7 |     0 |        3 |   19.89

*** TERMINATED at step 285 ***
 286 | RELEASE  |     3 |   29.8 |     0 |        3 |   20.20

*** TERMINATED at step 286 ***
 287 | ROTATE   |     3 |   29.8 |     0 |        3 |   20.02

*** TERMINATED at step 287 ***
 288 | GRASP    |     3 |   29.6 |     0 |        3 |   19.90

*** TERMINATED at step 288 ***
 289 | ROTATE   |     3 |   29.5 |     0 |        3 |   19.89

*** TERMINATED at step 289 ***
 290 | ROT_REV  |     3 |   29.4 |     0 |        3 |   20.22

*** TERMINATED at step 290 ***
 291 | RELEASE  |    39 |   30.4 |     0 |        3 |   20.06

*** TERMINATED at step 291 ***
 292 | HOLD     |    39 |   30.4 |     0 |        3 |   20.01

*** TERMINATED at step 292 ***
 293 | ROTATE   |    39 |   30.4 |     0 |        3 |   20.04

*** TERMINATED at step 293 ***
 294 | ROT_REV  |    39 |   30.1 |     0 |        3 |   20.15

*** TERMINATED at step 294 ***
 295 | HOLD     |     3 |   29.8 |     0 |        3 |   19.58

*** TERMINATED at step 295 ***
 296 | ROTATE   |     3 |   29.6 |     0 |        3 |   19.91

*** TERMINATED at step 296 ***
 297 | HOLD     |     3 |   29.2 |     0 |        3 |   20.32

*** TERMINATED at step 297 ***
 298 | ROT_REV  |     3 |   29.3 |     0 |        3 |   20.25

*** TERMINATED at step 298 ***
 299 | ROT_REV  |     3 |   29.4 |     0 |        3 |   20.02

*** TERMINATED at step 299 ***
 300 | RELEASE  |    39 |   31.2 |     0 |        3 |   19.93

*** TERMINATED at step 300 ***

----------------------------------------------------------------------
Step | Action   | State | Z-Rot  | Speed | Progress | Reward
----------------------------------------------------------------------
  10 | ROT_REV  |     0 |  -10.1 |     0 |        0 |    0.15
  20 | RELEASE  |     0 |   -8.7 |     0 |        0 |    0.18
  30 | GRASP    |     0 |   -4.4 |     0 |        0 |    0.11
  40 | RELEASE  |     0 |   -2.2 |     0 |        0 |    0.31
  50 | ROT_REV  |     0 |   -2.5 |     0 |        0 |   -0.09
  60 | GRASP    |     0 |   -0.8 |     0 |        0 |   -0.33
  70 | GRASP    |     1 |    6.9 |     0 |        1 |    0.02
  80 | HOLD     |     1 |    9.5 |     0 |        1 |    0.11
  90 | GRASP    |     1 |    8.0 |     0 |        1 |   -0.39
 100 | ROTATE   |     1 |    8.8 |     0 |        1 |    0.36
 110 | ROT_REV  |     1 |   12.9 |     0 |        1 |   -0.43
 120 | HOLD     |     1 |   13.8 |     0 |        1 |    0.15
 130 | HOLD     |     2 |   18.7 |     0 |        2 |   -0.01
 140 | HOLD     |     2 |   19.4 |     0 |        2 |    0.17
 150 | ROTATE   |     2 |   19.7 |     0 |        2 |   -0.11
 160 | GRASP    |     2 |   22.2 |     0 |        2 |    0.10
 170 | ROTATE   |     2 |   21.0 |     0 |        2 |   -0.16
 180 | HOLD     |     2 |   19.1 |     0 |        2 |   -0.31
 190 | ROT_REV  |     2 |   16.1 |     0 |        2 |    0.31
 200 | GRASP    |     2 |   22.6 |     0 |        2 |    0.18
 205 | RELEASE  |     3 |   25.1 |     0 |        3 |   20.67

*** TERMINATED at step 205 ***
 206 | ROTATE   |     3 |   25.5 |     0 |        3 |   20.07

*** TERMINATED at step 206 ***
 207 | HOLD     |     3 |   25.6 |     0 |        3 |   20.03

*** TERMINATED at step 207 ***
 208 | GRASP    |     3 |   25.6 |     0 |        3 |   20.03

*** TERMINATED at step 208 ***
 209 | HOLD     |     3 |   25.7 |     0 |        3 |   20.03

*** TERMINATED at step 209 ***
 210 | GRASP    |     3 |   26.2 |     0 |        3 |   20.21

*** TERMINATED at step 210 ***
 211 | HOLD     |     3 |   26.8 |     0 |        3 |   20.19

*** TERMINATED at step 211 ***
 212 | RELEASE  |     3 |   27.1 |     0 |        3 |   20.50

*** TERMINATED at step 212 ***
 213 | ROT_REV  |     4 | -154.3 |     1 |        0 |  -30.29

*** TERMINATED at step 213 ***
Cube dropped or other termination condition
 214 | RELEASE  |    39 |   72.8 |     0 |        3 |   24.30

*** TERMINATED at step 214 ***
 215 | ROT_REV  |     0 |    0.0 |     0 |        0 |    1.83

*** TERMINATED at step 215 ***
Cube dropped or other termination condition
 216 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 216 ***
Cube dropped or other termination condition
 217 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 217 ***
Cube dropped or other termination condition
 218 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 218 ***
Cube dropped or other termination condition
 219 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 219 ***
Cube dropped or other termination condition
 220 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 220 ***
Cube dropped or other termination condition
 221 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 221 ***
Cube dropped or other termination condition
 222 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 222 ***
Cube dropped or other termination condition
 223 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 223 ***
Cube dropped or other termination condition
 224 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 224 ***
Cube dropped or other termination condition
 225 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 225 ***
Cube dropped or other termination condition
 226 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 226 ***
Cube dropped or other termination condition
 227 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 227 ***
Cube dropped or other termination condition
 228 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 228 ***
Cube dropped or other termination condition
 229 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 229 ***
Cube dropped or other termination condition
 230 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 230 ***
Cube dropped or other termination condition
 231 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 231 ***
Cube dropped or other termination condition
 232 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 232 ***
Cube dropped or other termination condition
 233 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 233 ***
Cube dropped or other termination condition
 234 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 234 ***
Cube dropped or other termination condition
 235 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 235 ***
Cube dropped or other termination condition
 236 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 236 ***
Cube dropped or other termination condition
 237 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 237 ***
Cube dropped or other termination condition
 238 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 238 ***
Cube dropped or other termination condition
 239 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 239 ***
Cube dropped or other termination condition
 240 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 240 ***
Cube dropped or other termination condition
 241 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 241 ***
Cube dropped or other termination condition
 242 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 242 ***
Cube dropped or other termination condition
 243 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 243 ***
Cube dropped or other termination condition
 244 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 244 ***
Cube dropped or other termination condition
 245 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 245 ***
Cube dropped or other termination condition
 246 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 246 ***
Cube dropped or other termination condition
 247 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 247 ***
Cube dropped or other termination condition
 248 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 248 ***
Cube dropped or other termination condition
 249 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 249 ***
Cube dropped or other termination condition
 250 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 250 ***
Cube dropped or other termination condition
 251 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 251 ***
Cube dropped or other termination condition
 252 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 252 ***
Cube dropped or other termination condition
 253 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 253 ***
Cube dropped or other termination condition
 254 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 254 ***
Cube dropped or other termination condition
 255 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 255 ***
Cube dropped or other termination condition
 256 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 256 ***
Cube dropped or other termination condition
 257 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 257 ***
Cube dropped or other termination condition
 258 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 258 ***
Cube dropped or other termination condition
 259 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 259 ***
Cube dropped or other termination condition
 260 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 260 ***
Cube dropped or other termination condition
 261 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 261 ***
Cube dropped or other termination condition
 262 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 262 ***
Cube dropped or other termination condition
 263 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 263 ***
Cube dropped or other termination condition
 264 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 264 ***
Cube dropped or other termination condition
 265 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 265 ***
Cube dropped or other termination condition
 266 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 266 ***
Cube dropped or other termination condition
 267 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 267 ***
Cube dropped or other termination condition
 268 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 268 ***
Cube dropped or other termination condition
 269 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 269 ***
Cube dropped or other termination condition
 270 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 270 ***
Cube dropped or other termination condition
 271 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 271 ***
Cube dropped or other termination condition
 272 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 272 ***
Cube dropped or other termination condition
 273 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 273 ***
Cube dropped or other termination condition
 274 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 274 ***
Cube dropped or other termination condition
 275 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 275 ***
Cube dropped or other termination condition
 276 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 276 ***
Cube dropped or other termination condition
 277 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 277 ***
Cube dropped or other termination condition
 278 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 278 ***
Cube dropped or other termination condition
 279 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 279 ***
Cube dropped or other termination condition
 280 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 280 ***
Cube dropped or other termination condition
 281 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 281 ***
Cube dropped or other termination condition
 282 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 282 ***
Cube dropped or other termination condition
 283 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 283 ***
Cube dropped or other termination condition
 284 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 284 ***
Cube dropped or other termination condition
 285 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 285 ***
Cube dropped or other termination condition
 286 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 286 ***
Cube dropped or other termination condition
 287 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 287 ***
Cube dropped or other termination condition
 288 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 288 ***
Cube dropped or other termination condition
 289 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 289 ***
Cube dropped or other termination condition
 290 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 290 ***
Cube dropped or other termination condition
 291 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 291 ***
Cube dropped or other termination condition
 292 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 292 ***
Cube dropped or other termination condition
 293 | ROTATE   |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 293 ***
Cube dropped or other termination condition
 294 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 294 ***
Cube dropped or other termination condition
 295 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 295 ***
Cube dropped or other termination condition
 296 | ROT_REV  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 296 ***
Cube dropped or other termination condition
 297 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 297 ***
Cube dropped or other termination condition
 298 | GRASP    |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 298 ***
Cube dropped or other termination condition
 299 | RELEASE  |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 299 ***
Cube dropped or other termination condition
 300 | HOLD     |     0 |    0.0 |     0 |        0 |   -0.40

*** TERMINATED at step 300 ***
Cube dropped or other termination condition

----------------------------------------------------------------------
Step | Action   | State | Z-Rot  | Speed | Progress | Reward
----------------------------------------------------------------------
  10 | GRASP    |     0 |   -7.3 |     0 |        0 |    0.14
  20 | GRASP    |     0 |   -5.4 |     0 |        0 |    0.33
  30 | ROT_REV  |     0 |   -4.6 |     0 |        0 |    0.90
  40 | GRASP    |     0 |   -7.3 |     0 |        0 |   -0.06
  50 | GRASP    |     0 |   -6.5 |     0 |        0 |    0.81
  60 | GRASP    |     0 |  -16.0 |     0 |        0 |   -0.02
  70 | HOLD     |     0 |  -13.2 |     0 |        0 |   -0.19
  80 | HOLD     |     0 |  -13.4 |     0 |        0 |   -0.14
  90 | RELEASE  |     0 |  -12.2 |     0 |        0 |    0.30
 100 | RELEASE  |     0 |  -15.9 |     0 |        0 |    0.87
 110 | GRASP    |     0 |  -22.0 |     0 |        0 |   -0.17
 120 | GRASP    |     0 |  -21.6 |     0 |        0 |   -0.05
 130 | ROTATE   |     0 |  -21.1 |     0 |        0 |    0.03
 140 | ROT_REV  |     0 |  -20.0 |     0 |        0 |   -0.43
 150 | ROTATE   |     0 |  -18.7 |     0 |        0 |    0.34
 160 | ROTATE   |     0 |  -17.8 |     0 |        0 |   -0.04
 170 | ROTATE   |     0 |  -18.7 |     0 |        0 |    0.03
 180 | ROTATE   |     0 |  -20.2 |     0 |        0 |    0.48
 190 | ROT_REV  |     0 |  -22.5 |     0 |        0 |   -0.46
 200 | HOLD     |     0 |  -23.8 |     0 |        0 |    0.02
 210 | ROTATE   |     0 |  -22.5 |     0 |        0 |    0.06
 220 | ROTATE   |     0 |  -24.7 |     0 |        0 |   -0.04
 230 | HOLD     |     0 |  -29.2 |     0 |        0 |   -0.12
 240 | HOLD     |     0 |  -30.8 |     0 |        0 |    0.01
 250 | GRASP    |     0 |  -32.7 |     0 |        0 |   -0.56
 260 | ROTATE   |     0 |  -36.2 |     0 |        0 |    0.04
 270 | HOLD     |     0 |  -41.3 |     0 |        0 |   -0.08
 280 | HOLD     |     0 |  -43.3 |     0 |        0 |   -0.07
 290 | GRASP    |     0 |  -42.4 |     0 |        0 |    0.04
 300 | ROT_REV  |     4 |  -39.7 |     1 |        0 |   -0.98

*** TRUNCATED at step 300 (max steps reached) ***

----------------------------------------------------------------------
Step | Action   | State | Z-Rot  | Speed | Progress | Reward
----------------------------------------------------------------------
  10 | ROTATE   |     0 |  -14.9 |     0 |        0 |    1.07
  20 | ROTATE   |     0 |  -15.4 |     0 |        0 |   -0.06
  30 | HOLD     |     0 |  -14.0 |     0 |        0 |    0.01
  40 | GRASP    |     0 |  -14.9 |     0 |        0 |    0.14
  50 | ROTATE   |     0 |  -11.3 |     0 |        0 |    0.15
  60 | ROTATE   |     0 |  -10.4 |     0 |        0 |    0.18
  70 | RELEASE  |     0 |   -9.8 |     0 |        0 |    0.03
  80 | HOLD     |     0 |   -9.8 |     0 |        0 |    0.03
  90 | ROT_REV  |     0 |   -9.7 |     0 |        0 |    0.04
 100 | HOLD     |     0 |   -9.6 |     0 |        0 |    0.04
 110 | ROTATE   |     0 |   -9.5 |     0 |        0 |    0.03
 120 | GRASP    |     0 |   -7.4 |     0 |        0 |    0.09
 130 | ROTATE   |     0 |  -15.5 |     0 |        0 |    0.14
 140 | HOLD     |     0 |  -12.5 |     0 |        0 |   -0.01
 150 | ROTATE   |     0 |  -16.6 |     0 |        0 |    0.07
 160 | ROT_REV  |     0 |  -16.4 |     0 |        0 |    0.06
 170 | ROT_REV  |     0 |  -12.4 |     0 |        0 |    0.05
 180 | RELEASE  |     0 |  -10.0 |     0 |        0 |    0.07
 190 | HOLD     |     0 |  -10.0 |     0 |        0 |    0.04
 200 | GRASP    |     0 |   -4.7 |     0 |        0 |    0.67
 210 | GRASP    |     0 |   -1.9 |     0 |        0 |    0.42
 220 | ROTATE   |     0 |   -1.2 |     0 |        0 |   -0.08
 230 | RELEASE  |     0 |   -2.9 |     0 |        0 |    0.04
 240 | RELEASE  |     1 |    2.3 |     0 |        1 |    0.29
 250 | HOLD     |     1 |    7.7 |     0 |        1 |    0.22
 260 | ROT_REV  |     1 |    8.8 |     0 |        1 |    0.47
 270 | ROT_REV  |     1 |   12.2 |     0 |        1 |    0.32
 280 | ROTATE   |     1 |   14.8 |     0 |        1 |    0.35
 290 | HOLD     |     2 |   16.8 |     0 |        2 |    0.28
 300 | GRASP    |     2 |   20.0 |     0 |        2 |    1.08

*** TRUNCATED at step 300 (max steps reached) ***
Episode 10/2000 - Avg Reward: 104.17 - Epsilon: 0.904 - Steps: 300

----------------------------------------------------------------------
Step | Action   | State | Z-Rot  | Speed | Progress | Reward
----------------------------------------------------------------------
  10 | GRASP    |     0 |   -8.3 |     0 |        0 |   -0.13
  20 | ROTATE   |     0 |  -11.3 |     0 |        0 |    0.37
  30 | ROT_REV  |     0 |   -7.9 |     0 |        0 |    0.03
  40 | ROTATE   |     0 |   -5.5 |     0 |        0 |    0.10
  50 | ROTATE   |     0 |   -5.0 |     0 |        0 |    0.04
  60 | RELEASE  |     0 |   -3.9 |     0 |        0 |    0.03
  70 | HOLD     |     0 |   -2.9 |     0 |        0 |    0.03
  80 | ROT_REV  |     0 |   -2.5 |     0 |        0 |    0.13
  90 | GRASP    |     0 |   -0.5 |     0 |        0 |    0.30
 100 | RELEASE  |     0 |   -2.8 |     0 |        0 |    0.04
